编号,性别,年龄,参数1,参数2,参数3,入股时间,参数4,股票,参数5,参数6
671928,Male,36,1,53,1,1-2 Year,No,9350.5,1120,1139
479348,Male,14,1,43,0,1-2 Year,Yes,18422,868,2448
308710,Male,19,1,59,1,< 1 Year,No,22240.5,1064,1190
408364,Female,39,1,29,0,> 2 Years,Yes,15168.5,182,3502
445518,Female,14,1,22,0,< 1 Year,Yes,14440,1120,3587
537164,Male,17,1,31,0,> 2 Years,Yes,15374.5,868,4811
295448,Male,14,1,15,0,< 1 Year,No,16056,1064,4590
676256,Female,19,1,15,1,< 1 Year,No,17093.5,1064,2839
695584,Male,22,1,44,1,< 1 Year,No,15376,1064,3332
370795,Male,36,1,15,0,> 2 Years,Yes,25769.5,49,884
608315,Female,44,1,35,0,1-2 Year,Yes,17289.5,182,3519
495698,Female,17,1,21,0,< 1 Year,Yes,14213,1064,2176
357999,Female,15,1,57,1,< 1 Year,No,18956.5,1064,2992
549550,Male,14,1,18,1,< 1 Year,No,16506,1064,2754
541867,Female,65,1,35,1,1-2 Year,No,14322.5,182,1258
573333,Female,63,1,35,0,> 2 Years,Yes,25041.5,868,3468
278666,Male,37,1,24,0,1-2 Year,Yes,1315,868,1445
404784,Male,58,1,35,0,1-2 Year,Yes,25890,868,3060
248067,Male,15,1,39,0,< 1 Year,No,22777.5,1064,3043
572553,Male,19,1,12,1,< 1 Year,No,16787,1064,476
419487,Male,36,1,35,0,1-2 Year,No,29900.5,182,4964
517731,Female,49,1,35,1,1-2 Year,Yes,22814,868,3859
512853,Male,65,1,35,0,1-2 Year,Yes,26237,21,4811
520888,Male,36,1,14,0,1-2 Year,Yes,1315,182,4097
221752,Female,38,1,35,0,1-2 Year,Yes,18689.5,182,561
522285,Female,22,1,15,1,< 1 Year,No,10222,1064,3009
268787,Male,32,1,42,0,1-2 Year,Yes,11681.5,70,4131
332096,Female,13,1,43,0,< 1 Year,Yes,13968,1120,4641
246304,Male,17,1,53,0,< 1 Year,Yes,18813.5,182,4318
423000,Male,17,1,57,1,< 1 Year,No,19857,1064,3604
556307,Male,19,1,17,1,< 1 Year,No,12713,1064,1972
222960,Male,38,1,35,0,1-2 Year,Yes,13190,868,4862
603545,Male,25,1,33,0,1-2 Year,Yes,1315,1141,1088
627343,Female,61,1,35,1,1-2 Year,No,18324,868,850
446587,Female,28,1,35,1,1-2 Year,No,22318,182,3111
398945,Female,18,1,37,1,< 1 Year,No,14292.5,1064,3315
360817,Male,71,1,35,1,1-2 Year,No,20382.5,427,4981
586144,Male,17,1,51,1,< 1 Year,No,21151.5,1064,4114
281800,Female,28,1,43,0,1-2 Year,Yes,15253,868,1479
589672,Male,46,1,40,0,1-2 Year,Yes,1315,182,4539
664703,Male,20,1,35,1,< 1 Year,No,14798,1064,1394
348263,Female,17,1,57,1,< 1 Year,No,1315,1064,2703
203142,Male,33,1,35,0,1-2 Year,Yes,15129,868,1292
664629,Male,69,0,35,1,1-2 Year,No,26873.5,182,1768
381172,Female,31,1,25,0,1-2 Year,Yes,15698.5,868,2125
663556,Female,22,1,13,1,< 1 Year,No,15091.5,1064,4505
596454,Male,14,1,17,1,< 1 Year,No,15495,1064,5066
420716,Male,15,1,35,1,< 1 Year,No,36749.5,1064,4726
462042,Female,24,1,35,0,< 1 Year,Yes,20831.5,868,544
545862,Male,34,1,43,1,1-2 Year,No,17770,182,3094
709456,Male,32,1,35,0,> 2 Years,Yes,18431,203,4403
486527,Female,38,1,35,0,> 2 Years,Yes,22310,168,3672
374642,Male,30,1,35,0,1-2 Year,Yes,19349,182,2006
259897,Male,19,1,54,0,< 1 Year,Yes,12042.5,1141,1275
523970,Female,41,1,58,0,1-2 Year,Yes,14649.5,182,4148
425851,Female,35,1,45,0,1-2 Year,Yes,1315,182,2227
574731,Male,20,1,57,0,< 1 Year,Yes,15384.5,182,4165
375983,Male,16,1,15,1,< 1 Year,No,22152.5,1064,2108
563759,Female,41,1,32,0,1-2 Year,No,10646,868,2125
269239,Male,31,1,37,1,1-2 Year,Yes,14724,182,1989
233709,Female,22,1,48,1,< 1 Year,No,1315,1064,1683
652483,Male,36,1,35,0,1-2 Year,Yes,21729.5,868,1071
296646,Male,13,1,53,0,< 1 Year,No,19247,1120,2380
536041,Male,17,1,25,1,< 1 Year,No,15001,1064,1173
308496,Female,37,1,35,0,1-2 Year,Yes,14223.5,182,1003
317392,Male,29,1,35,1,1-2 Year,No,26509,868,2737
632919,Female,28,1,44,0,1-2 Year,Yes,1315,1092,578
419039,Female,49,1,35,0,1-2 Year,Yes,24284,182,4029
274164,Male,38,1,35,1,1-2 Year,Yes,11540,868,578
581094,Male,38,1,53,0,> 2 Years,Yes,1315,182,4131
627997,Male,47,1,55,1,1-2 Year,No,1315,868,3587
269809,Male,13,1,49,0,< 1 Year,Yes,19070,1120,2329
477160,Male,38,1,35,1,1-2 Year,No,30629.5,868,4505
533366,Male,71,1,44,1,1-2 Year,No,19372.5,182,4522
500342,Female,28,1,53,0,1-2 Year,No,1315,1099,4318
572252,Male,15,1,29,1,< 1 Year,No,11394.5,1064,4216
419781,Female,21,1,10,0,< 1 Year,Yes,12046.5,1064,2618
418784,Female,16,1,40,1,< 1 Year,No,14406,1064,1887
636558,Male,43,1,13,0,> 2 Years,Yes,13802,182,731
528375,Female,26,1,25,1,< 1 Year,No,16512.5,1064,3536
358547,Female,18,1,37,1,< 1 Year,No,16820,1064,1734
420276,Female,64,1,48,0,1-2 Year,Yes,13039,182,1071
602733,Male,32,1,53,0,1-2 Year,Yes,15106,868,204
627220,Male,45,1,53,0,1-2 Year,Yes,19618,182,3145
305269,Male,45,1,57,0,1-2 Year,Yes,14156.5,56,425
375696,Male,51,1,14,0,1-2 Year,No,1315,868,680
249243,Female,16,1,52,0,< 1 Year,Yes,13869,1064,4522
201955,Male,34,1,35,0,1-2 Year,Yes,21134,1078,612
470242,Female,26,1,22,0,< 1 Year,Yes,17148,1141,2431
206369,Female,29,1,18,1,1-2 Year,No,11056.5,1064,3332
491957,Female,46,1,48,0,1-2 Year,Yes,14528,182,2805
303480,Male,16,1,48,0,< 1 Year,No,1315,182,1190
670387,Female,21,1,35,1,1-2 Year,No,20378,217,2533
233849,Male,43,1,35,0,1-2 Year,Yes,29780.5,182,1292
537060,Female,17,1,52,1,< 1 Year,No,15936.5,1064,2057
576363,Female,15,1,32,0,< 1 Year,Yes,13966.5,1064,1003
476062,Female,28,1,35,0,1-2 Year,Yes,25359.5,1099,3893
438345,Female,58,1,35,0,> 2 Years,Yes,13905,182,2669
540549,Male,27,1,15,0,1-2 Year,No,11428,868,3485
337635,Male,55,1,53,1,1-2 Year,No,12830,868,1309
335918,Female,17,1,15,1,< 1 Year,No,21915.5,1064,5083
468474,Male,59,0,22,1,1-2 Year,No,1315,182,561
424775,Male,15,1,40,1,< 1 Year,No,13557.5,1064,2023
485526,Female,38,0,35,1,1-2 Year,No,17068,868,1241
521872,Female,20,1,35,0,< 1 Year,Yes,29112.5,1064,1785
415684,Male,24,1,53,1,1-2 Year,No,12681.5,868,1819
511715,Female,18,1,15,1,< 1 Year,No,15490.5,1064,3706
257253,Male,19,1,35,1,< 1 Year,No,13388.5,1064,3944
317358,Female,62,1,35,0,1-2 Year,Yes,28636,868,4352
224227,Male,47,1,36,0,1-2 Year,Yes,24337.5,868,2465
703831,Male,34,1,7,1,1-2 Year,No,1315,868,2788
585563,Female,37,1,35,0,1-2 Year,Yes,20804,182,1768
435738,Female,15,1,37,1,< 1 Year,No,8737,1064,3213
564524,Male,26,1,46,0,< 1 Year,Yes,17438,868,1309
254237,Female,29,1,35,1,1-2 Year,No,1315,182,2159
486212,Male,18,1,48,1,< 1 Year,No,15164,1064,1530
247330,Female,19,1,57,1,< 1 Year,No,18141.5,1064,561
332200,Male,15,1,53,1,< 1 Year,No,18648,1064,3961
521338,Male,14,1,44,1,< 1 Year,No,16266,1064,3383
498190,Female,49,1,43,1,1-2 Year,No,18608.5,854,1700
574776,Female,20,1,15,1,< 1 Year,No,22838.5,1057,3094
399507,Female,31,1,37,1,1-2 Year,No,12261.5,1120,4420
532434,Male,51,1,35,1,1-2 Year,No,13779,868,1598
353202,Female,18,1,15,0,< 1 Year,No,18631.5,1064,935
537791,Male,25,1,52,0,1-2 Year,Yes,14219,1078,3145
247371,Female,14,1,43,1,< 1 Year,Yes,16277,1064,1496
257856,Male,29,1,37,1,1-2 Year,No,10469,1064,4284
661835,Female,16,1,10,1,< 1 Year,No,18510.5,182,2499
629150,Female,16,1,40,1,< 1 Year,No,15267,1064,4539
548464,Male,17,1,10,1,< 1 Year,No,12034,1064,4947
639123,Female,18,1,42,1,< 1 Year,No,13342.5,1064,2057
545648,Male,48,1,24,1,1-2 Year,No,18032.5,182,476
286647,Male,25,1,15,1,< 1 Year,No,12644,1064,4811
257853,Male,17,1,13,1,< 1 Year,No,12672.5,1064,2210
419125,Male,42,1,18,0,1-2 Year,Yes,13173,182,3757
596037,Male,22,1,15,1,< 1 Year,No,12604.5,1064,1632
428544,Female,37,1,35,0,1-2 Year,Yes,16429.5,182,2635
413101,Female,20,1,43,1,< 1 Year,No,13393,1064,663
331078,Male,70,1,31,1,1-2 Year,No,16628.5,182,2295
269539,Male,16,1,42,1,< 1 Year,No,13027,1064,2771
400339,Female,22,1,22,1,< 1 Year,No,18500,1064,697
345492,Male,51,1,7,0,1-2 Year,Yes,1315,868,3553
611053,Male,28,1,40,1,1-2 Year,No,14765.5,1064,2669
215773,Male,47,1,35,1,1-2 Year,No,28406,868,2448
246343,Male,19,1,37,1,< 1 Year,No,12549,1064,4658
496989,Male,17,1,48,0,< 1 Year,Yes,13456.5,1064,646
250861,Male,24,1,50,1,1-2 Year,No,1315,868,2312
670786,Male,33,1,35,0,1-2 Year,Yes,21841.5,868,4828
404074,Male,51,1,35,1,1-2 Year,No,19395.5,182,3672
249657,Male,39,1,15,0,1-2 Year,Yes,27155,49,1700
289347,Male,15,1,40,1,< 1 Year,No,27571,1064,2890
260908,Male,18,1,36,0,< 1 Year,Yes,22069.5,1064,3264
458025,Female,43,1,37,0,1-2 Year,Yes,11497,1064,3111
324507,Male,18,1,9,1,< 1 Year,No,11252,1064,1530
276156,Female,23,1,11,0,< 1 Year,Yes,11835,182,4284
287829,Male,58,1,35,0,1-2 Year,Yes,17700,868,3672
439847,Female,20,1,15,1,< 1 Year,No,16778,1064,3264
364547,Male,29,1,35,0,1-2 Year,Yes,14969.5,868,3842
452929,Female,17,1,37,0,< 1 Year,Yes,11139.5,1064,1904
666959,Female,41,1,35,1,1-2 Year,No,20937,182,459
685149,Female,16,1,15,1,< 1 Year,No,17715,1064,4522
408680,Male,14,1,35,0,1-2 Year,No,13144,868,1904
479849,Male,56,1,47,1,1-2 Year,No,20178,182,4539
469100,Female,37,1,35,0,> 2 Years,Yes,21022,182,2584
697108,Female,50,1,45,0,1-2 Year,Yes,30047,868,3247
576576,Male,34,1,35,0,1-2 Year,Yes,23876.5,868,1207
414510,Female,38,1,15,0,1-2 Year,Yes,21372,868,4981
561378,Male,15,1,46,1,< 1 Year,No,15461.5,1064,4556
374856,Male,31,1,35,0,1-2 Year,Yes,17057.5,182,765
233185,Female,36,1,48,0,1-2 Year,No,14496,182,1972
252689,Female,60,1,53,0,1-2 Year,Yes,30319,182,3859
258573,Male,38,1,22,0,1-2 Year,Yes,18027,868,4012
220853,Female,16,1,13,1,< 1 Year,No,11392,1064,221
398839,Female,19,1,35,0,1-2 Year,Yes,24456.5,868,3655
263566,Female,33,1,35,0,1-2 Year,No,14459.5,868,4607
495734,Male,14,1,13,0,< 1 Year,Yes,15179.5,1064,4811
640461,Female,38,1,35,0,1-2 Year,Yes,21930.5,182,1343
347777,Female,27,1,10,0,1-2 Year,Yes,1315,182,3247
571922,Male,18,1,57,0,< 1 Year,Yes,17168,1064,5032
580612,Male,32,1,14,1,1-2 Year,No,15276.5,868,2941
510754,Female,47,1,53,0,1-2 Year,Yes,21422.5,182,612
507583,Male,16,1,44,0,< 1 Year,Yes,11697,1064,697
365000,Female,32,1,22,1,1-2 Year,No,16234,1064,4964
415176,Male,37,1,35,0,> 2 Years,Yes,17128.5,868,2346
546528,Female,21,1,36,1,1-2 Year,No,13203.5,868,1411
675090,Female,71,1,35,1,1-2 Year,No,14948.5,182,918
291785,Male,18,1,52,1,< 1 Year,No,14172.5,1064,4131
658015,Male,16,1,36,1,< 1 Year,No,15266.5,1064,3026
374696,Female,58,1,35,0,> 2 Years,Yes,23422.5,854,2941
613577,Male,31,1,15,1,1-2 Year,No,19942.5,182,2108
485499,Female,16,1,10,1,< 1 Year,No,17376.5,1064,4216
245527,Male,36,1,53,0,1-2 Year,Yes,13957.5,77,935
271093,Female,36,1,35,1,1-2 Year,No,16986,182,1428
633744,Male,38,1,35,0,1-2 Year,Yes,21512.5,182,4590
236075,Female,37,1,35,1,1-2 Year,No,26859.5,385,4063
549671,Female,17,1,25,1,< 1 Year,No,13224,1064,4607
375943,Female,15,1,34,1,< 1 Year,No,17700.5,1064,1020
340284,Female,14,1,34,0,< 1 Year,No,13464.5,1120,2652
267638,Male,54,1,35,0,1-2 Year,Yes,29669.5,812,1190
574826,Male,39,1,35,0,1-2 Year,Yes,19136.5,182,4386
368172,Male,28,1,34,0,1-2 Year,Yes,14208,868,2040
202696,Female,14,1,43,1,< 1 Year,No,16102,1120,3757
524805,Female,17,1,43,0,1-2 Year,Yes,16315.5,868,765
315652,Male,31,1,42,0,1-2 Year,Yes,1315,868,1836
500616,Female,51,1,35,0,1-2 Year,Yes,17267,182,238
335909,Female,16,1,36,1,< 1 Year,No,14149,1057,425
364906,Male,19,1,35,0,< 1 Year,No,19417.5,1064,1309
699954,Male,17,1,37,1,< 1 Year,No,11014.5,1064,2618
263861,Female,16,1,20,0,< 1 Year,Yes,13515,1064,4097
685256,Male,54,1,15,0,> 2 Years,Yes,29282.5,182,3978
317662,Female,16,1,40,1,< 1 Year,No,15338.5,1064,3094
652243,Female,39,1,35,0,1-2 Year,Yes,17205,868,748
450673,Male,21,1,53,0,1-2 Year,No,16732.5,868,4165
707857,Female,32,1,46,0,1-2 Year,Yes,33699.5,868,238
650867,Female,18,1,52,1,< 1 Year,No,19005.5,1064,884
475151,Female,23,1,48,1,< 1 Year,No,12142,1064,2703
629687,Female,27,1,48,0,1-2 Year,Yes,54757.5,182,2754
576439,Female,14,1,44,0,< 1 Year,Yes,16774,1064,1768
453699,Male,62,1,35,0,> 2 Years,Yes,31917.5,182,2771
405077,Female,17,1,53,0,< 1 Year,No,24101.5,1064,4658
219689,Male,19,1,10,0,< 1 Year,Yes,13121,1120,2805
498685,Male,17,1,44,0,< 1 Year,Yes,12451,1064,816
605222,Male,32,1,48,0,> 2 Years,Yes,19083.5,182,1666
428417,Female,30,1,53,1,1-2 Year,No,13919,854,4658
340879,Male,18,1,15,1,< 1 Year,No,20398.5,1064,2941
580991,Female,47,1,27,1,1-2 Year,No,1315,182,3043
457134,Male,15,1,22,1,< 1 Year,No,18560.5,1064,1632
457885,Male,58,1,35,0,1-2 Year,Yes,15678,868,2703
377975,Male,47,1,54,1,1-2 Year,No,18254.5,868,374
305906,Female,56,1,35,0,1-2 Year,Yes,25129.5,854,1224
563583,Female,17,1,46,1,< 1 Year,No,1315,1057,2159
282079,Female,50,1,43,0,1-2 Year,Yes,14802.5,182,5015
377204,Male,22,1,48,0,< 1 Year,Yes,23184,1064,4369
256318,Male,42,1,57,1,1-2 Year,Yes,1315,868,1666
404829,Male,61,1,36,0,1-2 Year,Yes,1315,868,663
428771,Female,25,1,31,0,< 1 Year,Yes,16753.5,868,2533
259589,Male,34,1,27,0,1-2 Year,Yes,1315,182,1445
311307,Male,26,1,22,1,< 1 Year,No,1315,1120,1751
294530,Male,72,1,35,1,1-2 Year,Yes,25910.5,182,3247
537887,Male,48,1,35,1,1-2 Year,No,15426,182,493
474067,Female,26,1,11,0,1-2 Year,Yes,11535,1078,3944
215676,Female,16,1,34,0,< 1 Year,No,14955.5,1064,323
514812,Female,17,1,54,0,< 1 Year,Yes,16986,1120,1666
502737,Male,20,1,40,0,< 1 Year,Yes,17013,1092,1734
527643,Male,35,1,46,0,1-2 Year,Yes,16165,868,4165
468132,Male,37,1,35,0,1-2 Year,No,25911.5,854,3298
507357,Male,25,1,46,1,1-2 Year,No,1315,1092,5049
552700,Male,42,1,35,1,1-2 Year,No,14635.5,91,510
410900,Male,65,1,43,0,1-2 Year,Yes,14636.5,868,3774
683850,Female,23,1,16,0,< 1 Year,Yes,13064.5,182,1802
430597,Male,20,1,33,1,< 1 Year,No,1315,1064,4420
293212,Female,39,1,14,1,1-2 Year,No,22616.5,182,2652
519407,Female,19,1,15,1,< 1 Year,No,18297.5,1064,3621
401383,Male,37,1,26,0,1-2 Year,Yes,16599,182,3961
379057,Female,31,1,24,0,1-2 Year,Yes,1315,1092,2193
326761,Male,63,1,35,0,1-2 Year,Yes,20782.5,868,952
640342,Male,22,1,48,1,< 1 Year,No,13088,1064,3468
435569,Male,32,1,37,0,1-2 Year,Yes,1315,1064,1836
613725,Male,40,1,35,0,1-2 Year,Yes,25260.5,182,3383
277507,Female,18,1,56,1,< 1 Year,No,9612.5,1064,4709
556244,Female,18,1,28,0,1-2 Year,Yes,12165,868,2635
496794,Female,33,1,48,0,1-2 Year,Yes,19422.5,868,2992
285784,Female,40,1,35,0,1-2 Year,Yes,1315,182,3485
359534,Female,24,1,15,0,< 1 Year,Yes,1315,1092,238
460254,Female,28,1,45,0,1-2 Year,Yes,17903.5,868,4403
360849,Male,31,1,35,1,1-2 Year,No,21520,385,4454
411822,Female,17,1,16,1,< 1 Year,No,23686.5,1064,4709
245212,Female,19,1,19,1,< 1 Year,No,11147,1064,4879
346416,Female,23,1,22,1,< 1 Year,No,19899,1064,1836
503354,Female,43,1,36,0,1-2 Year,Yes,13583,868,272
383246,Female,40,1,15,1,1-2 Year,No,1315,868,3468
393273,Male,35,1,35,0,1-2 Year,No,16779,182,3859
640916,Male,30,1,39,0,1-2 Year,Yes,11235.5,1092,4556
503347,Female,16,1,37,1,< 1 Year,No,1315,1064,3978
213961,Male,15,1,36,1,< 1 Year,No,16347.5,1064,2584
351567,Male,34,1,12,1,1-2 Year,No,9978,182,2601
385424,Male,20,1,32,1,< 1 Year,No,1315,1064,4573
438366,Male,18,1,28,1,< 1 Year,No,21974,1064,4131
525838,Female,17,1,35,1,< 1 Year,No,23957,1064,1275
387713,Male,46,1,35,0,1-2 Year,Yes,11736,182,4930
539229,Male,22,1,56,0,< 1 Year,Yes,17426.5,1064,3451
211596,Female,40,1,38,1,1-2 Year,No,1315,868,1853
244568,Female,23,1,42,0,< 1 Year,No,14267.5,1064,2006
263239,Male,44,1,28,0,1-2 Year,Yes,15869,182,595
316243,Male,16,1,17,1,< 1 Year,No,11834.5,1064,2057
658962,Male,26,1,35,1,< 1 Year,No,33282,1064,918
519969,Male,65,1,35,1,1-2 Year,No,15098,182,2839
251175,Female,23,1,51,1,< 1 Year,No,22355.5,1064,2465
275559,Female,14,1,57,0,< 1 Year,Yes,25319,1064,3553
458119,Female,40,1,24,0,1-2 Year,Yes,1315,1092,3808
473343,Female,33,1,35,0,1-2 Year,Yes,24148.5,182,5066
389287,Female,15,1,53,1,< 1 Year,No,11291.5,1064,3213
315724,Female,57,1,35,1,1-2 Year,No,17184,182,4165
542059,Male,28,1,35,0,> 2 Years,Yes,21709,182,3876
264866,Male,14,1,46,1,< 1 Year,No,15522,1120,731
326792,Male,16,1,20,1,< 1 Year,No,13574,1057,2397
368365,Female,15,1,15,1,< 1 Year,No,22393.5,1064,2873
368023,Female,16,1,13,1,< 1 Year,No,14853,1064,238
273496,Male,29,1,35,0,1-2 Year,Yes,16745.5,182,4879
248637,Male,17,1,46,1,< 1 Year,No,16889.5,1064,3893
627871,Male,62,1,53,1,1-2 Year,No,13194,182,2873
442623,Male,64,1,30,0,1-2 Year,Yes,15680,182,612
334420,Female,35,1,45,0,1-2 Year,No,1315,182,1887
580694,Male,18,1,21,1,< 1 Year,No,1315,182,442
633442,Male,45,1,35,1,1-2 Year,No,22753.5,182,2397
555372,Male,22,1,39,1,< 1 Year,No,16490,1064,1292
257077,Female,34,1,53,1,1-2 Year,No,12203.5,1064,2448
467526,Male,56,1,48,0,1-2 Year,Yes,16005.5,868,4250
536943,Male,40,1,15,0,1-2 Year,Yes,17042.5,182,4811
681258,Female,21,1,53,1,< 1 Year,No,8437,1064,4182
265267,Male,37,1,15,0,1-2 Year,Yes,1315,868,1326
502910,Male,29,1,35,0,1-2 Year,Yes,22134,868,340
279932,Male,39,1,35,0,1-2 Year,Yes,1315,182,3009
634325,Female,35,1,15,0,1-2 Year,Yes,16697,868,510
578354,Female,39,1,35,0,1-2 Year,Yes,23132.5,182,2397
495009,Female,19,1,21,1,< 1 Year,No,1315,1120,1207
356330,Female,36,1,35,0,1-2 Year,No,19382,868,2414
242876,Male,17,1,54,1,< 1 Year,No,18506,1064,1717
499070,Male,57,1,57,0,1-2 Year,Yes,1315,1120,527
222349,Female,20,1,39,0,< 1 Year,Yes,1315,1064,4131
425699,Male,26,1,48,0,1-2 Year,Yes,10800,868,3026
264773,Female,15,1,10,0,< 1 Year,Yes,1315,1092,3876
556727,Female,57,1,44,0,1-2 Year,Yes,17907,868,2227
474859,Female,17,1,35,1,< 1 Year,No,16827.5,1064,4964
648309,Male,31,1,15,0,1-2 Year,Yes,25029.5,182,680
213000,Male,21,1,22,1,< 1 Year,No,17593.5,1120,1649
517815,Male,16,1,35,0,< 1 Year,Yes,1315,1141,612
409067,Female,38,1,43,0,1-2 Year,No,15633,1064,2958
423655,Female,36,1,48,0,1-2 Year,Yes,28315.5,182,2584
360485,Female,16,1,37,0,< 1 Year,Yes,15704.5,1064,3791
686090,Female,22,1,57,1,< 1 Year,No,12873,1064,3111
223640,Female,19,1,35,0,< 1 Year,Yes,18989.5,1064,2754
261735,Male,18,1,43,0,< 1 Year,Yes,1315,1092,2686
202255,Male,24,1,31,0,1-2 Year,Yes,1315,1092,4369
511453,Female,28,1,57,1,1-2 Year,No,17858,56,833
355894,Male,22,1,24,1,< 1 Year,No,18751.5,1064,2108
619402,Female,28,1,35,0,1-2 Year,Yes,18937,868,3808
435333,Male,28,1,10,1,1-2 Year,No,11341,1078,5049
433008,Male,42,1,35,0,1-2 Year,Yes,20301,182,3876
251361,Male,18,1,36,1,< 1 Year,No,13538,1064,3604
501314,Male,34,1,35,0,1-2 Year,Yes,1315,1099,2941
273434,Female,17,1,22,1,< 1 Year,No,16573.5,1064,4454
529893,Female,56,1,55,1,1-2 Year,No,1315,182,4403
496817,Female,34,1,35,0,1-2 Year,Yes,15247.5,182,4403
502324,Female,33,1,53,0,1-2 Year,No,1315,1099,4760
667202,Male,34,1,35,1,1-2 Year,No,1315,868,2771
454549,Male,24,1,46,0,1-2 Year,Yes,1315,1092,1173
479259,Male,34,1,15,1,1-2 Year,No,14385,868,4046
435677,Male,39,1,40,0,> 2 Years,Yes,1315,1092,1530
549632,Female,29,1,35,0,1-2 Year,Yes,16001.5,868,2091
241122,Male,58,1,35,0,> 2 Years,Yes,20701.5,854,4318
520666,Female,46,1,35,0,1-2 Year,Yes,1315,182,3230
621829,Male,39,1,15,0,1-2 Year,Yes,23962,868,3876
618794,Female,18,1,20,1,< 1 Year,No,19257.5,1064,2465
602081,Female,17,1,40,1,< 1 Year,No,22470.5,1064,1530
665158,Male,16,1,43,1,< 1 Year,No,9953,1064,3264
406113,Female,22,1,15,1,< 1 Year,No,18315.5,1064,2210
226716,Female,21,1,48,1,< 1 Year,No,20583,1064,3332
546901,Female,47,1,35,0,1-2 Year,Yes,22555,182,2125
476510,Female,42,1,35,0,1-2 Year,Yes,17892,182,2584
362082,Female,27,1,49,0,1-2 Year,Yes,20434.5,1064,272
238727,Male,39,1,35,1,1-2 Year,No,35902.5,182,2346
409726,Male,45,1,40,0,1-2 Year,Yes,13489,1078,1632
463081,Female,28,1,34,1,1-2 Year,No,1315,1120,4029
319140,Female,14,1,53,1,< 1 Year,No,9119,1064,2754
638372,Female,15,1,43,1,< 1 Year,No,10913,1064,2975
261216,Female,43,1,36,1,1-2 Year,No,10473,1064,1207
370139,Male,39,1,43,0,1-2 Year,Yes,13145.5,868,4199
224360,Female,24,1,22,0,< 1 Year,Yes,1315,1092,3944
447615,Male,14,1,48,1,< 1 Year,No,10666,1064,3264
356302,Male,52,1,35,0,1-2 Year,Yes,24420.5,182,4029
567047,Male,15,1,10,1,< 1 Year,No,27451.5,1064,2040
383128,Male,13,1,24,1,< 1 Year,No,1315,1099,3298
223717,Female,18,1,53,1,< 1 Year,No,1315,1078,4845
269271,Female,54,1,50,0,1-2 Year,Yes,22851,868,1445
689969,Female,18,1,17,1,< 1 Year,No,13126.5,1064,3570
431367,Female,27,1,57,1,1-2 Year,No,15827.5,1064,2414
543329,Female,14,1,24,1,< 1 Year,No,16627.5,1120,1173
238552,Male,49,1,28,1,1-2 Year,Yes,17342,182,3213
674570,Male,48,1,35,1,1-2 Year,No,21927,182,3179
205876,Male,21,1,57,1,< 1 Year,No,12815.5,1064,255
665418,Female,22,1,16,1,1-2 Year,No,21358.5,182,3502
673148,Female,17,1,15,1,< 1 Year,No,20257.5,1064,4471
385825,Male,38,1,35,0,1-2 Year,Yes,32981,182,1241
468629,Male,21,1,35,1,< 1 Year,No,19851,1064,4216
365169,Female,17,1,15,1,< 1 Year,No,18975,1064,4624
232715,Female,18,1,42,1,< 1 Year,No,11613,1064,1258
405195,Female,38,1,53,1,1-2 Year,No,1315,182,1768
262636,Male,36,1,35,0,1-2 Year,Yes,19060.5,182,4845
608693,Male,20,1,10,1,< 1 Year,No,14993,1064,2142
468276,Male,18,1,35,0,1-2 Year,Yes,11929,868,2142
322001,Female,21,1,21,1,< 1 Year,No,16448.5,1064,3672
359845,Female,16,1,46,0,< 1 Year,Yes,19625.5,1064,221
345664,Male,16,1,22,1,< 1 Year,No,17018.5,1064,3060
500805,Male,52,1,35,0,1-2 Year,Yes,20851.5,868,2567
531113,Female,19,1,35,1,< 1 Year,No,60170,1064,238
361242,Male,43,1,25,1,1-2 Year,No,15341.5,1064,221
614895,Female,18,1,10,1,< 1 Year,No,13022.5,1064,527
516905,Male,18,1,48,1,< 1 Year,No,23835,1064,1122
417973,Female,15,1,42,1,< 1 Year,No,14522,1064,3162
515004,Female,19,1,13,0,< 1 Year,No,1315,1064,3349
453098,Female,23,1,25,1,1-2 Year,No,21059,868,374
407188,Male,16,1,14,1,< 1 Year,No,15650,1064,3349
249936,Female,17,1,38,1,< 1 Year,No,1315,1064,3995
273419,Female,17,1,57,1,< 1 Year,No,1315,1064,4590
431360,Male,20,1,42,1,< 1 Year,No,14853.5,1064,1224
424699,Male,53,1,15,0,1-2 Year,Yes,17204.5,182,2227
369700,Female,16,1,35,0,< 1 Year,Yes,24033,868,561
253376,Male,36,1,48,0,1-2 Year,Yes,1315,182,1530
293990,Female,22,1,37,1,< 1 Year,No,14521,1064,4471
690993,Female,41,1,10,0,1-2 Year,Yes,14380.5,182,4403
651498,Male,41,1,15,0,1-2 Year,Yes,30325,182,2465
371878,Female,17,1,52,0,< 1 Year,Yes,13870,1064,4114
383605,Female,15,1,10,1,< 1 Year,No,12920,1064,2788
309824,Male,14,1,57,1,< 1 Year,Yes,1315,1120,4114
599891,Female,15,1,56,1,< 1 Year,No,16058.5,1064,4386
222128,Female,53,1,43,0,> 2 Years,Yes,16537,1099,986
469431,Female,13,1,15,0,< 1 Year,Yes,18621,1120,1309
543518,Male,58,1,35,0,> 2 Years,Yes,23209,182,578
619329,Male,23,1,15,0,< 1 Year,Yes,13436,1078,2380
316935,Female,13,1,37,1,< 1 Year,No,17091,1120,1241
